"run-number","self_weight","percieved_consensus_len","step","abs_global_vs_popular_vote"
"682","1","5","100","0.2457131089640684"
"683","1","5","100","0.02220378494141273"
"684","1","5","100","0.05417501970825414"
"685","1","5","100","0.04730446734622907"
"686","1","5","100","-0.005298713205422176"
"687","1","5","100","0.11531899965311784"
"688","1","5","100","0.19555319903108503"
"689","1","5","100","0.19266237975222408"
"690","1","5","100","0.10215578082030051"
"691","1","10","100","0.14216354678653942"
"692","1","10","100","0.11243486946362659"
"693","1","10","100","0.012797296510864385"
"694","1","10","100","0.06367055990208548"
"695","1","10","100","0.12558533150215928"
"696","1","10","100","0.04623451808167607"
"697","1","10","100","0.0674628093631675"
"698","1","10","100","-0.04588372234686728"
"699","1","10","100","0.1450515353577138"
"700","1","10","100","0.020536402248086665"
"701","1","10","100","0.03387360997293929"
"703","1","10","100","0.0688718913075686"
"702","1","10","100","0.04865397751940946"
"704","1","10","100","0.04117484186071005"
"705","1","10","100","0.11632430131668757"
"707","1","10","100","0.02379116937902891"
"706","1","10","100","0.12471397234671022"
"708","1","10","100","0.05678166124286813"
"709","1","10","100","0.03949508549249571"
"711","1","10","100","0.3395395480803014"
"710","1","10","100","0.06940365275450824"
"712","1","10","100","0.08570637168752622"
"713","1","10","100","0.010526032875030074"
"714","1","10","100","0.17810458933291878"
"715","1","10","100","0.22768337161684826"
"716","1","10","100","0.10331849663534777"
"717","1","10","100","0.1007488550336122"
"718","1","10","100","0.12172459232310501"
"719","1","10","100","0.08735938219946231"
"720","1","10","100","0.08854153432422138"
"721","1","20","100","0.3181707041213237"
"722","1","20","100","0.08711650603601218"
"723","1","20","100","0.021878815780592815"
"724","1","20","100","0.04003870051347426"
"725","1","20","100","0.1921339021586671"
"726","1","20","100","0.09373290271927384"
"727","1","20","100","0.07972889806850313"
"728","1","20","100","0.0318948301957188"
"729","1","20","100","0.05365463376867389"
"732","1","20","100","0.09068215006583089"
"730","1","20","100","-0.01522096381384265"
"731","1","20","100","0.1277009948421989"
"734","1","20","100","0.1106123929551193"
"733","1","20","100","0.08160558026580636"
"735","1","20","100","0.016948550502939922"
"736","1","20","100","0.020737436588246286"
"738","1","20","100","0.0747577677080162"
"737","1","20","100","0.07956167879824042"
"739","1","20","100","0.09078821487885277"
"740","1","20","100","0.02279949745260112"
"741","1","20","100","-0.03138871441787897"
"742","1","20","100","-0.015703646995301516"
"743","1","20","100","-0.03472280153384956"
"744","1","20","100","0.26470821961518787"
"746","1","20","100","0.012190638066662107"
"745","1","20","100","0.030402881680187576"
"747","1","20","100","0.16309256829847324"
"748","1","20","100","0.0021984582719599896"
"749","1","20","100","0.15096615056560894"
"750","1","20","100","0.2231480342984873"
"542","0.75","10","100","0.04731290200517501"
